,report_text,Bioagressor,Disease,hazard_list,source_name
4165,":  Aquitaine : Formulaire d'abonnement au BSV Poitou-Charentes : www.bsv-pc.fr  Limousin sur demande : accueil@limousin.chambagri.fr   Midi-Pyrénées : www.bsv.mp.chambagri.fr Ce qu'il faut retenir  Phénologie : variété Marigoule : Stade B « gonflement du bourgeon » à C1 « éclatement du bourgeon » en zones moyennement précoces et tardives, Stade C3 « apparition des nervures et développement des feuilles » en secteurs précoces à très précoces.  Cynips du châtaignier : apparition des premières galles en zones précoces : mise en place de la lutte biologique prévue dès la semaine prochaine.  Chancre de l’écorce : surveillance accrue facilitée par l’absence de feuillage déployé, curetage si nécessaire. Bulletin de Santé du Végétal Grand Sud-Ouest Châtaigne – N°01 du 12 Avril 2016 1/4  Stades phénologiques Observations du réseau Etat des lieux par variétés, stades majoritaires au 12/04 :  Maridonne : B « gonflement du bourgeon » à C1 « éclatement du bourgeon » en zones moyennement précoces et tardives ;  Marigoule : B « gonflement du bourgeon » à C1 bourgeon » « éclatement du en zones moyennement précoces et tardives, C3 « apparition des nervures et développement des feuilles » en secteurs précoces à très précoces ;  Bouche de Bétizac, Bournette : C1 à C3 « les écailles vertes sont plus longues que les brunes » en zones moyennement précoces et tardives, C3 « apparition des nervures et développement des feuilles »",0,0,,www.limousin.synagri.com_ca1_PJ.nsf_b1bff1bdc37df748c125791a0043db4a_c73b0c381443d89bc1257f9400220f69__FILE_20160412_BSV_Chataigne_GSO_1_2016_VF
4166,"en secteurs précoces à très précoces  Marsol, Maraval, Bellefer® : C3 en zones moyennes et tardives, D",0,0,,www.limousin.synagri.com_ca1_PJ.nsf_b1bff1bdc37df748c125791a0043db4a_c73b0c381443d89bc1257f9400220f69__FILE_20160412_BSV_Chataigne_GSO_1_2016_VF
4167,"en zones précoces à très précoces (photo ci-contre – source R.RAPP)  Cynips du châtaignier (Dryocosmus kuriphilus) Eléments de biologie Le Cynips du châtaignier (Dryocosmus kuriphilus) est un ravageur spécifique du châtaignier qui nous vient de Chine. Les adultes sont des micro-hyménoptères (guêpes) de 2,5 mm de long. Les larves sont apodes (sans patte) et de couleur blanche. Les adultes émergent généralement des galles de début juin à mi-juillet. Les femelles pondent aussitôt dans les bourgeons latents et verts à l'aisselle des feuilles de la pousse en cours de croissance, à raison de œufs par bourgeons. Chaque femelle, dont la durée de vie est d’une dizaine de jours, pond une centaine d'œufs. La totalité des adultes de cynips son t des femelles, qui se reproduisent alors par parthénogenèse (reproduction asexuée). Les larves éclosent au bout de 30 à 40 jours et débutent leur croissance (1 er stade larvaire), dans le bourgeon, sans que leur présence ne laisse la moindre trace. A l’automne, elles cessent leur développement et passent l'hiver, incognito. Observations du réseau Même si quelques zones sont encore indemnes de",0,0,,www.limousin.synagri.com_ca1_PJ.nsf_b1bff1bdc37df748c125791a0043db4a_c73b0c381443d89bc1257f9400220f69__FILE_20160412_BSV_Chataigne_GSO_1_2016_VF
4168,"cynips, le ravageur est maintenant présent sur l’ensemble des départements du bassin de production Sud-Ouest. L’apparition des galles est proche (voir photo ci-dessous). Galles de cynips du châtaignier (Crédit Photo : R.RAPP – CRA ALPC) Bulletin de Santé du Végétal Grand Sud-Ouest Châtaigne – N°01 du 12 Avril 2016 2/4 Seuil",0,0,,www.limousin.synagri.com_ca1_PJ.nsf_b1bff1bdc37df748c125791a0043db4a_c73b0c381443d89bc1257f9400220f69__FILE_20160412_BSV_Chataigne_GSO_1_2016_VF
4171,"2016 3/4 Mesures prophylactiques La pratique du curetage des chancres peut être réalisée toute l'année : enlever avec un outil coupant (couteau, serpette, grattoir à chancre ...) la totalité de la partie atteinte, récupérer les copeaux d'écorce pour les brûler (lors de l'élimination de l'inoculum, poser une toile au sol permettant de r écupérer facilement les écorces malades curetées) puis désinfecter la plaie. Il ne faut laisser aucune particule d'écorce contaminée sans quoi le chancre redémarre. Une lutte biologique est possible par l'apport de souches hypovirulentes (forme moins virulente du champignon qui ne parvient pas à traverser les couches liégeuses créées par l'arbre) selon la méthode « chancre griffé ». Elle consiste à griffer l'écorce sur toute la surface du chancre puis à appliquer au pinceau le mélange de souches hypovirulentes diluées à 50 % d'eau. Lorsque cette forme atteint un chancre virulent, celui-ci cesse de s'étendre",0,0,,www.limousin.synagri.com_ca1_PJ.nsf_b1bff1bdc37df748c125791a0043db4a_c73b0c381443d89bc1257f9400220f69__FILE_20160412_BSV_Chataigne_GSO_1_2016_VF
4172,"et on constate une cicatrisation à la périphérie du chancre. En outre, il est important de :  Lors de l'entretien du verger, éviter absolument les blessures des troncs par le matériel (broyeur, outils de travail du sol, débroussailleuse à fil,...) ;  Désinfecter régulièrement les outils de taille et greffage (idéalement entre chaque arbre) ;  Veiller à",0,0,,www.limousin.synagri.com_ca1_PJ.nsf_b1bff1bdc37df748c125791a0043db4a_c73b0c381443d89bc1257f9400220f69__FILE_20160412_BSV_Chataigne_GSO_1_2016_VF
4173,"entretenir la fertilité de son verger : plusieurs observations de techniciens concluent sur l’importance d’une bonne fumure organique (ou d’un taux de matière organique élevé) pour limiter la propagation des chancres. Edition AQUITAINE Les structures partenaires dans la réalisation des observations nécessaires à l'élaboration du Bulletin de santé du végétal Grand Sud-Ouest Châtaigne sont les suivantes : Chambre régionale d’agriculture ALPC, Fredon Limousin, Chambres départementales d’agriculture de la Dordogne, de la Corrèze et du Lot, CAPEL, Périgourdine, LIMDOR, Ecolim, Invenio et les agriculteurs observateurs Ce bulletin est produit à partir d'observations ponctuelles réalisées sur un réseau de parcelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à chacune des parcelles. La Chambre Régionale d'Agriculture Aquitaine-Limousin–Poitou-Charentes dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures. Celle-ci se décide sur la base des observations que chacun réalise sur ses parcelles et s'appuie le cas échéant sur les préconisations issues de bulletins techniques (la traçabilité des observations est nécessaire). "" Action pilotée par le Ministère chargé de l'agriculture, avec l’appui financier de l’Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto "". Bulletin de Santé du Végétal Grand Sud-Ouest Châtaigne –",0,0,,www.limousin.synagri.com_ca1_PJ.nsf_b1bff1bdc37df748c125791a0043db4a_c73b0c381443d89bc1257f9400220f69__FILE_20160412_BSV_Chataigne_GSO_1_2016_VF
4174,N°01 du 12 Avril 2016 4/4,0,0,,www.limousin.synagri.com_ca1_PJ.nsf_b1bff1bdc37df748c125791a0043db4a_c73b0c381443d89bc1257f9400220f69__FILE_20160412_BSV_Chataigne_GSO_1_2016_VF
4175,"SOMMAIRE A retenir Salade Oignon Tomate Fraise Melon Autres cultures Prévision météo Liens utiles ANIMATEUR FILIERE : FREDON Structures partenaires : CA2B, CANICO, Civam Bio Directeur de publication : Joseph COLOMBANI Président de",0,0,,draaf.corse.agriculture.gouv.fr_IMG_pdf_BSV_Maraichage_5_13juin2013_cle0e1a12
4176,"la Chambre d’Agriculture de Corse 15 Avenue Jean Zuccarelli 20200 BASTIA Tel : Fax :  Crédit photo : CA2B le par pilotée Action de Ministère chargé l’agriculture, avec l’appui financier de l’Office National de l’Eau et des Milieux Aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan ECOPHYTO BULLETIN DE SANTE DU VEGETAL CORSE MARAÎCHAGE N°5 – 13 juin 2013 A retenir Salade : Puceron : pression plus ou moins importante selon les parcelles Autographa gamma : début des premières attaques Pourriture du collet : à surveiller Oignon : Botrytis/Mildiou : rester vigilant vis-à-vis du complexe Thrips : présence importante Tomate sous serre : Tuta absoluta : premières attaques importantes Mildiou : risque élevé Helicoverpa armigera : observation des premières pontes Tomate plein champ : Mildiou : risque élevé Fraise : Drosophila suzukii : quelques individus piégés. Melon : Sclerotinia et de Cladosporiose : risque élevé Autres cultures : présence importantes de pucerons sur certaines cultures conduites en bio SALADE - PLEIN CHAMP  Stade phénologique Récolte en cours",0,0,,draaf.corse.agriculture.gouv.fr_IMG_pdf_BSV_Maraichage_5_13juin2013_cle0e1a12
4177," Pucerons Sur la parcelle de référence plein champ à Ghisonaccia, 2 salades présentaient des pucerons en grand nombre. Sur la zone de Vescovato, on constate la présence de pucerons sur jeunes feuilles de chêne ainsi que sur le secteur de Biguglia. Evaluation du risque : moyen à élevé Figure 1 : colonie de pucerons Bulletin de Santé du Végétal Corse – Maraîchage N°5 – 13 juin 2013 1/6  Pourriture du collet Sur parcelle fixe et parcelle flottante, des symptômes de pourrissement du collet causés par Rhizoctonia et/ou Sclerotinia ont été observés. Evaluation du risque : moyen Mesures prophylactiques :  Planter les jeunes plants le plus haut possible pour",0,0,,draaf.corse.agriculture.gouv.fr_IMG_pdf_BSV_Maraichage_5_13juin2013_cle0e1a12
4178,"éviter un contact des jeunes feuilles avec le sol,  Eviter l’arrosage du soir,  Choisir les variétés en fonction de leur sensibilité au",0,0,,draaf.corse.agriculture.gouv.fr_IMG_pdf_BSV_Maraichage_5_13juin2013_cle0e1a12
4180,"du risque : élevé TOMATE - sous serre Stade phénologique  5ème et 7ème bouquet en fleur selon la parcelle.  Mildiou de la tomate Sur le secteur de Biguglia, une parcelle sous serre présente de nombreux symptômes de mildiou sur les rangs de bordure. Plusieurs petits foyers ont été constatés sur différentes parcelles. Soyez vigilant tant que les conditions climatiques restent défavorables (humidité importante+températures douces). Évaluation du risque : Elevé  Nécrose apicale Des observation de fruits présentant une nécrose noire de leur extrémité apicale.ont été effectuées. Évaluation du risque : Faible à Moyen. Figure 5 : Symptôme de nécroses apicales Tuta absoluta  Quelques galeries de Tuta sur feuilles sont observées. Une forte présence de papillons et de mines a cependant été constatée sous tunnels dans le secteur de Lucciana. A surveiller.",0,0,,draaf.corse.agriculture.gouv.fr_IMG_pdf_BSV_Maraichage_5_13juin2013_cle0e1a12
4181,Évaluation du risque : Faible à Moyen.  Pucerons La présence de quelques individus sur plant s mais pas de colonies est observée sur les différents secteurs de production. Évaluation du risque : faible.  Helicoverpa armigera Des pontes de ce papillon commencent à être observées. A surveiller. Évaluation du risque : faible  Autres bioagresseurs De nombreuses galeries de la mineuse,0,0,,draaf.corse.agriculture.gouv.fr_IMG_pdf_BSV_Maraichage_5_13juin2013_cle0e1a12
4182,"sud américaine Liriomyza sp ont été observées. Des pupes à la face inférieure des feuilles sont observables. Évaluation du risque : Faible à Moyen. Bulletin de Santé du Végétal Corse – Maraîchage N°5 – 13 juin 2013 3/6 TOMATE – PLEIN CHAMP Stade phénologique  Préfloraison du 1er bouquet / 3ème bouquet en fleur selon la parcelle.  Mildiou de la tomate Sur les secteurs de Biguglia et Vescovato, des parcelles de tomates présentent des attaques importantes de mildiou. Soyez très vigilant tant que les conditions climatiques restent défavorables Évaluation du risque : Elevé Fig 6 : attaque avancée de mildiou Tuta absoluta  Quelques galeries de Tuta sur feuilles sont présentent sur cultures plein champ. Évaluation du risque : Faible à Moyen.  Pucerons Quelques pucerons ailés et 2 plants présentant une colonie de pucerons ont été observés. Évaluation du risque : Moyen.  Metcalfa pruinosa Sur la parcelle de Prunete, on constate la présence quasi généralisée de jeunes larves de metcalfa sur les plants. Aucun dégât n’est observé à ce jour. Évaluation du risque : Faible  Aleurodes Quelques adultes d’aleurodes ont étéobservés. Évaluation du risque",0,0,,draaf.corse.agriculture.gouv.fr_IMG_pdf_BSV_Maraichage_5_13juin2013_cle0e1a12
4183,": Faible  Autres bioagresseurs De nombreuses galeries de la mineuse sud américaine Liriomyza sp ont été observés. Évaluation du risque : Faible à Moyen. FRAISE - SOUS SERRE, HORS SOL Stade phénologique  Récolte  Drosophila suzukii 2 mâles et une femelle ont été capturés la semaine dernière et un seul mâle cette semaine. Évaluation du risque : faible Figure6 : dégât sur fruit / adulte de D. suzukii Bulletin de Santé du Végétal Corse – Maraîchage N°5 – 13 juin 2013 4/6 MELON - PLEIN CHAMP Stade phénologique  Récolte et pré récolte Sclerotinia  Sur le secteur de Biguglia, on observe des dégâts de Sclerotinia sur fruits proches de la maturité ainsi que sur tiges. Évaluation du risque : Elevé  Cladosporiose Sur le secteur de Biguglia, on constate des dégâts de Cladosporiose en melonnière avec des symptômes sur feuilles, tiges et fruits en cours de grossissement. Évaluation du risque : Elevé AUTRES CULTURES Des populations importantes de pucerons ont été constatées sur plusieurs cultures en bio d’aubergine, courgette et poivrons. La pression varie beaucoup en fonction d’une part des sensibilités variétales quant à l'attraction des aphidiens, et d’autre part en fonction des parcelles. A surveiller. Évaluation du risque : moyen à élevé PREVISION METEO (source météo France) Vendredi 14 juin Samedi 15 juin Dimanche 16 juin Lundi 17 juin Mardi 18 juin mercredi 19 juin Jeudi Vendredi 20 juin 21 juin Haute Corse Corse du Sud Température en hausse ; Températures en baisse Vent d’Ouest Températures en baisse Mistral Pour la",0,0,,draaf.corse.agriculture.gouv.fr_IMG_pdf_BSV_Maraichage_5_13juin2013_cle0e1a12
4184,"période du lundi 17 au 20 juin, l’indice de confiance de la prévision est de 3/5 Bulletin de Santé du Végétal Corse – Maraîchage N°5 – 13 juin 2013 5/6 LIENS UTILES  En cas de suspicion de détection d’organismes nuisibles réglementés, le mode opératoire à suivre est décrit dans la note nationale que vous pouvez consulter avec le lien :   PROTECTION DES INSECTES POLLINISATEURS : Les abeilles butinent, protégeons les ! La note nationale Abeilles et Pollinisateurs reprend les précautions à adopter pour protéger ces insectes indispensables à la pollinisation : Attention, la mention « abeille » sur un insecticide ou acaricide ne signifie pas que le produit est inoffensif pour les abeilles.   Informations supplémentaires concernant Tuta absoluta :   Informations supplémentaires concernant Drosophila suzukii : ",0,0,,draaf.corse.agriculture.gouv.fr_IMG_pdf_BSV_Maraichage_5_13juin2013_cle0e1a12
